"shape","carat","cut","color","clarity","totaldepth","table","price","width","height","depth"
"Round",1.27,"Premium","H","VS2",62.6,59,4397.505,6.83,6.93,4.31
"Round",0.98,"Fair","F","SI1",61.8,66,2357.922,6.38,6.27,3.91
"Round",0.61,"Premium","F","SI1",62.4,59,1007.097,5.37,5.33,3.34
"Round",0.7,"Very Good","F","SI1",62.3,57,1475.817,5.62,5.65,3.51
"Round",0.32,"Ideal","G","VS1",61.7,55,539.028,4.41,4.37,2.71
"Round",0.56,"Very Good","D","VVS1",60.1,58,1926.309,5.36,5.42,3.24
"Round",0.71,"Ideal","D","SI2",61.5,56,1699.11,5.74,5.78,3.54
"Round",0.9,"Good","E","VS1",62.2,60,3299.268,6.12,6.16,3.82
"Round",1.02,"Premium","F","VVS1",62.6,59,6217.05,6.41,6.36,4
"Round",1.24,"Ideal","I","SI1",62.1,56,3842.202,6.88,6.84,4.26
"Round",0.36,"Ideal","E","VS1",61.8,56,554.652,4.56,4.6,2.83
"Round",0.74,"Premium","G","SI2",62.7,60,1456.938,5.78,5.73,3.61
"Round",1.03,"Very Good","G","VS1",63,56,4256.889,6.43,6.46,4.06
"Round",0.38,"Ideal","D","VS1",62,55,694.617,4.64,4.68,2.89
"Round",0.8,"Very Good","H","VVS1",62.9,58,2908.668,5.82,5.88,3.68
"Round",0.51,"Fair","G","SI1",65.2,55,697.221,5.04,5.02,3.28
"Round",1.1,"Ideal","H","SI2",62,55,3007.62,6.62,6.6,4.1
"Round",0.62,"Good","J","SI1",59.9,65,726.516,5.58,5.5,3.32
"Round",0.33,"Ideal","G","IF",62.1,56,684.852,4.44,4.41,2.75
"Round",0.4,"Premium","F","VS1",60.5,60,683.55,4.8,4.76,2.89
"Round",0.4,"Very Good","F","VVS2",60.9,52,682.899,4.81,4.83,2.94
"Round",1.04,"Ideal","G","VS1",61.2,58,4801.125,6.5,6.53,3.99
"Round",0.31,"Ideal","H","VVS1",61.8,57,590.457,4.35,4.32,2.68
"Round",0.7,"Premium","F","SI2",61.5,58,1329.993,5.74,5.67,3.51
"Round",0.31,"Ideal","D","SI1",62.3,55,371.721,4.33,4.37,2.71
"Round",0.32,"Premium","F","VS2",59.5,60,391.902,4.46,4.48,2.66
"Round",1.04,"Premium","D","SI2",62.4,56,3445.092,6.5,6.45,4.04
"Round",0.93,"Very Good","G","VS1",62.1,59,3176.229,6.16,6.21,3.84
"Round",1.02,"Premium","E","SI2",59.9,58,2915.178,6.6,6.55,3.94
"Round",0.56,"Ideal","D","SI2",61,57,910.749,5.3,5.34,3.24
"Round",1.04,"Ideal","H","SI2",61.7,57,2904.111,6.49,6.54,4.02
"Round",0.34,"Ideal","J","VS1",62,54,302.064,4.52,4.55,2.81
"Round",1.01,"Good","D","VS2",67,57,3979.563,6.11,6.22,4.13
"Round",0.23,"Good","E","VS2",61.8,63,232.407,3.88,3.89,2.4
"Round",1,"Premium","G","VS2",62.1,57,3779.706,6.43,6.39,3.98
"Round",1.22,"Ideal","F","VVS1",61.5,58,8401.806,6.85,6.9,4.23
"Round",0.42,"Ideal","H","VS2",62.5,57,503.223,4.76,4.81,2.99
"Round",1.52,"Premium","I","SI1",61.2,60,5547.171,7.41,7.36,4.52
"Round",0.42,"Ideal","G","VVS1",61.1,56,767.529,4.82,4.84,2.95
"Round",0.71,"Premium","F","SI2",60.6,58,1538.313,5.77,5.72,3.48
"Round",0.37,"Ideal","F","VS1",61,55,457.653,4.66,4.69,2.85
"Round",0.54,"Ideal","E","VS2",62.2,55,1141.854,5.21,5.24,3.25
"Round",1,"Very Good","I","SI2",58.3,63,2187.36,6.53,6.5,3.8
"Round",1.04,"Ideal","H","SI1",62.7,54,2939.265,6.51,6.47,4.07
"Round",0.8,"Ideal","G","VS1",61.1,58,2329.278,5.96,6.03,3.66
"Round",0.72,"Premium","E","SI2",61.6,59,1314.369,5.83,5.68,3.55
"Round",0.62,"Ideal","F","VS1",62.3,56,1349.523,5.43,5.46,3.39
"Round",0.54,"Ideal","H","VVS1",61.8,55,1265.544,5.24,5.21,3.23
"Round",0.4,"Ideal","F","SI1",62,54,451.794,4.76,4.79,2.96
"Round",0.43,"Ideal","I","VVS1",61.1,57,596.316,4.86,4.9,2.98
"Round",2.02,"Good","I","SI2",58.2,57,9131.577,8.31,8.35,4.85
"Round",0.6,"Very Good","G","SI1",63.3,58,910.749,5.34,5.31,3.37
"Round",0.5,"Good","I","SI2",65.3,56,556.605,4.91,5.01,3.24
"Round",1.54,"Premium","G","VS2",61.8,58,8541.12,7.43,7.39,4.58
"Round",0.53,"Ideal","G","SI2",62.4,56,711.543,5.18,5.14,3.22
"Round",0.9,"Ideal","G","SI2",61.2,57,2292.171,6.24,6.28,3.83
"Round",1.01,"Premium","H","SI2",59.4,62,2007.033,6.47,6.43,3.83
"Round",0.27,"Very Good","F","VVS2",62.5,59,354.144,4.11,4.15,2.58
"Round",0.37,"Very Good","F","VS2",61,58,485.646,4.61,4.63,2.82
"Round",0.7,"Ideal","D","VS2",62.8,57,1951.698,5.69,5.75,3.59
"Round",0.9,"Fair","I","SI2",65.3,57,1650.936,5.98,5.93,3.89
"Round",0.41,"Ideal","H","VVS1",61.4,56,678.993,4.77,4.8,2.94
"Round",1.01,"Premium","E","VS2",62.5,58,4300.506,6.44,6.4,4.01
"Round",0.38,"Good","E","SI1",62.8,61,417.291,4.6,4.67,2.91
"Round",2.01,"Ideal","I","SI2",62.3,57,8981.196,8.06,8.08,5.03
"Round",0.56,"Very Good","E","VVS2",60.5,57,1589.742,5.32,5.36,3.23
"Round",0.54,"Premium","F","SI1",62.3,58,1102.143,5.26,5.2,3.26
"Round",0.43,"Premium","H","VS2",61.9,55,661.416,4.95,4.8,3.02
"Round",1.13,"Very Good","E","VS2",61.9,61,5441.058,6.61,6.64,4.1
"Round",0.75,"Premium","E","SI2",61.9,55,1441.314,5.89,5.84,3.63
"Round",1.32,"Premium","F","VS2",60.9,59,6785.373,7.12,7.06,4.32
"Round",0.79,"Premium","G","VS1",62.3,56,1987.503,5.94,5.87,3.68
"Round",0.33,"Premium","H","IF",61.8,60,565.068,4.4,4.44,2.73
"Round",0.38,"Ideal","G","VS1",61.8,56,695.919,4.65,4.64,2.87
"Round",0.41,"Ideal","D","VVS1",62.3,57,1029.882,4.77,4.73,2.96
"Round",2.05,"Premium","G","SI2",62.1,56,8369.907,8.18,8.1,5.04
"Round",1.12,"Very Good","H","SI2",61.8,58,3010.224,6.62,6.68,4.11
"Round",0.32,"Ideal","G","VS1",61.6,55,432.915,4.43,4.5,2.75
"Round",0.55,"Very Good","D","SI1",60.7,58,1101.492,5.24,5.3,3.2
"Round",1.51,"Very Good","G","SI2",60.5,54.6,5622.687,7.36,7.4,4.46
"Round",0.31,"Ideal","E","VS1",60.4,57,613.242,4.4,4.37,2.65
"Round",0.45,"Ideal","E","SI2",61.5,55,459.606,4.92,4.97,3.04
"Round",0.5,"Very Good","D","SI1",58.5,60,934.836,5.13,5.19,3.02
"Round",1.04,"Ideal","G","SI2",62.4,54,3283.644,6.49,6.53,4.06
"Round",0.3,"Ideal","F","VVS1",58,60,522.102,4.34,4.37,2.64
"Round",0.71,"Very Good","G","VS2",63.1,56,1602.762,5.58,5.77,3.58
"Round",1.5,"Good","G","SI1",62.9,58,6686.421,7.17,7.3,4.55
"Round",1.23,"Very Good","H","VS2",60.6,59,4204.809,6.89,6.94,4.19
"Round",1.01,"Very Good","H","SI1",62.3,57,2803.206,6.36,6.42,3.98
"Round",1.52,"Premium","H","VVS2",62.8,57,7963.032,7.38,7.27,4.6
"Round",1.5,"Premium","H","VS1",59.9,60,7218.288,7.39,7.44,4.44
"Round",0.44,"Very Good","E","SI2",63.2,59,571.578,4.85,4.8,3.05
"Round",0.32,"Ideal","D","SI1",62,57,383.439,4.37,4.4,2.72
"Round",0.31,"Very Good","F","VS1",61.2,55,439.425,4.35,4.37,2.67
"Round",0.48,"Very Good","E","VS1",59.1,62,1052.016,5.14,5.18,3.05
"Round",0.28,"Very Good","E","VS1",62.8,60,282.534,4.16,4.21,2.63
"Round",1.26,"Ideal","I","SI1",62.6,57,4294.647,6.89,6.92,4.32
"Round",0.55,"Ideal","F","VVS1",61.2,54,1973.832,5.35,5.3,3.26
"Round",0.43,"Good","E","SI1",60.6,61,470.673,4.96,4.98,3.01
"Round",0.35,"Ideal","G","VS1",60.5,57,589.806,4.58,4.55,2.76
"Round",0.31,"Ideal","I","VS2",61.6,57,294.252,4.36,4.4,2.7
"Round",1.51,"Very Good","J","VVS2",60.6,58,5721.639,7.36,7.4,4.47
"Round",0.4,"Ideal","D","VVS2",61.2,56,1102.143,4.76,4.78,2.92
"Round",1.2,"Good","H","SI2",64.1,57,3062.304,6.68,6.65,4.27
"Round",0.54,"Ideal","F","VVS2",61.2,55,1518.783,5.27,5.25,3.22
"Round",1.14,"Ideal","H","SI1",62.2,57,3200.316,6.73,6.67,4.17
"Round",0.31,"Ideal","F","VVS1",61.9,55,521.451,4.37,4.42,2.72
"Round",0.29,"Ideal","H","VVS2",61.6,55,395.157,4.27,4.29,2.64
"Round",0.39,"Good","F","VS2",64.3,55,443.331,4.56,4.64,2.96
"Round",0.71,"Ideal","H","VS1",61.8,55,2102.079,5.72,5.77,3.55
"Round",0.44,"Ideal","E","VS1",61.5,56,703.731,4.9,4.92,3.02
"Round",2.1,"Ideal","F","SI2",61,60,11798.724,8.22,8.2,5.01
"Round",1.01,"Very Good","F","VS2",63.7,56,4094.139,6.29,6.34,4.02
"Round",0.31,"Very Good","E","VS2",62.8,57,442.68,4.33,4.37,2.73
"Round",0.7,"Premium","E","SI1",61.3,58,1553.286,5.71,5.84,3.54
"Round",0.34,"Ideal","F","IF",60.7,57,699.174,4.5,4.53,2.74
"Round",0.7,"Very Good","G","VS2",63.3,57,1652.238,5.62,5.66,3.57
"Round",1.6,"Premium","D","SI2",61.9,58,6551.664,7.54,7.49,4.65
"Round",0.9,"Ideal","H","VS2",62.7,57,2650.872,6.13,6.15,3.85
"Round",0.31,"Ideal","G","SI2",62,55,254.541,4.34,4.37,2.7
"Round",0.72,"Ideal","J","SI1",62.3,55,1402.254,5.73,5.76,3.58
"Round",0.7,"Good","F","VS2",62.6,61,1686.741,5.56,5.62,3.5
"Round",1.51,"Very Good","H","VS1",61.5,54,6539.295,7.34,7.42,4.54
"Round",1.01,"Very Good","F","VS2",62.7,56,4009.509,6.37,6.43,4.01
"Round",1.01,"Ideal","G","VS1",62.4,56,4422.894,6.44,6.39,4
"Round",1.01,"Very Good","E","VS2",60.9,57,4165.749,6.41,6.47,3.92
"Round",0.56,"Ideal","E","VS1",61.7,57,1350.825,5.3,5.32,3.27
"Round",0.34,"Very Good","H","VS2",63.2,55,448.539,4.5,4.46,2.83
"Round",1.7,"Premium","G","SI1",61.7,58,8629.656,7.69,7.6,4.72
"Round",0.4,"Good","D","SI2",63.9,53,519.498,4.71,4.68,3
"Round",0.32,"Ideal","G","IF",61.3,56,597.618,4.4,4.44,2.71
"Round",2.01,"Good","I","SI2",59.1,59,8439.564,8.09,8.14,4.8
"Round",0.79,"Ideal","G","SI1",61.8,56,1842.981,5.93,5.91,3.66
"Round",0.71,"Very Good","E","VVS1",57.9,61,2543.457,5.88,5.96,3.43
"Round",1.2,"Very Good","H","SI2",62.9,56,3422.307,6.74,6.77,4.25
"Round",0.5,"Fair","F","I1",69.8,55,380.184,4.89,4.8,3.38
"Round",1.26,"Ideal","G","VVS1",61.1,57,7022.337,7.02,6.98,4.28
"Round",0.71,"Very Good","H","SI1",61.2,56,1351.476,5.69,5.72,3.49
"Round",0.5,"Premium","E","VS2",61.3,59,1136.646,5.1,5.05,3.11
"Round",0.51,"Ideal","G","VS1",62.1,55,1159.431,5.17,5.14,3.2
"Round",0.79,"Ideal","I","VS2",60.9,56,2415.21,5.97,5.99,3.64
"Round",0.72,"Ideal","E","SI2",61.8,55,1502.508,5.77,5.75,3.56
"Round",1.01,"Very Good","E","VVS1",63.6,55,7156.443,6.35,6.39,4.05
"Round",1.52,"Premium","J","VS1",62.4,59,5375.958,7.36,7.31,4.58
"Round",0.33,"Ideal","F","IF",62.2,53,632.121,4.47,4.5,2.79
"Round",0.7,"Good","E","SI1",63.2,57,1624.896,5.61,5.63,3.55
"Round",1.52,"Premium","G","VS2",62,58,8777.433,7.33,7.39,4.56
"Round",0.5,"Ideal","H","SI1",61.8,56,673.785,5.1,5.12,3.16
"Round",0.81,"Ideal","H","VS2",61.6,56,2007.684,6.03,5.98,3.7
"Round",2.56,"Premium","J","SI1",61.4,58,11188.086,8.76,8.73,5.37
"Round",0.29,"Ideal","G","SI1",62.1,54,273.42,4.25,4.29,2.65
"Round",0.3,"Ideal","F","SI1",62.3,54,325.5,4.27,4.3,2.67
"Round",2.01,"Ideal","F","SI2",62.9,56,8593.851,8.05,7.9,5.02
"Round",0.3,"Ideal","D","SI1",61,54,359.352,4.34,4.35,2.65
"Round",0.33,"Ideal","E","VS2",61.8,55,470.673,4.45,4.48,2.76
"Round",1.26,"Ideal","I","VS2",62.6,55,4133.85,6.96,6.91,4.34
"Round",0.33,"Premium","D","SI2",59.5,59,410.781,4.5,4.48,2.67
"Round",0.41,"Good","E","VVS1",64.3,54,623.007,4.68,4.72,3.02
"Round",1.09,"Ideal","E","SI2",61.9,55,3337.677,6.64,6.6,4.1
"Round",0.91,"Premium","E","SI1",61.5,60,2546.061,6.19,6.24,3.82
"Round",0.3,"Good","J","SI1",63.4,54,228.501,4.23,4.29,2.7
"Round",0.59,"Ideal","E","SI1",61.1,56,1165.29,5.38,5.44,3.31
"Round",0.4,"Ideal","G","VVS1",62.6,57,647.745,4.66,4.73,2.94
"Round",0.71,"Premium","G","VS2",60.3,59,1590.393,5.79,5.76,3.48
"Round",0.3,"Ideal","F","VS2",60.7,57,393.855,4.29,4.34,2.62
"Round",1.07,"Very Good","G","SI2",62.9,59,2812.971,6.51,6.58,4.12
"Round",0.9,"Good","F","VS2",63.1,57,2844.87,6.13,6.16,3.88
"Round",1.06,"Premium","E","SI1",58.5,60,3672.942,6.81,6.7,3.95
"Round",0.74,"Ideal","J","VS1",61.6,57,1402.254,5.77,5.83,3.57
"Round",0.91,"Ideal","E","SI1",61.9,55,3009.573,6.18,6.22,3.84
"Round",0.72,"Very Good","I","SI2",63.4,56,1241.457,5.67,5.72,3.61
"Round",1.74,"Premium","H","SI2",59.9,59,7078.974,7.88,7.8,4.7
"Round",1.24,"Very Good","I","VS2",60,58,3993.234,6.98,7.03,4.2
"Round",1.6,"Ideal","G","VS2",62.2,55,9422.574,7.5,7.46,4.65
"Round",0.3,"Ideal","G","SI1",62.8,56,373.674,4.32,4.28,2.7
"Round",0.35,"Premium","F","VS2",61.4,59,589.806,4.56,4.53,2.79
"Round",0.55,"Ideal","H","VS1",61.2,56,1097.586,5.26,5.3,3.23
"Round",0.35,"Ideal","H","IF",60.9,57,669.228,4.58,4.6,2.8
"Round",2.01,"Very Good","G","SI1",59.1,57,11768.127,8.16,8.23,4.84
"Round",0.3,"Very Good","J","VS2",62.2,57,232.407,4.28,4.3,2.67
"Round",0.31,"Ideal","F","IF",62,56,637.329,4.32,4.36,2.69
"Round",0.37,"Premium","F","SI1",61.6,59,514.941,4.67,4.62,2.86
"Round",1,"Good","F","SI2",59.4,64,2121.609,6.52,6.48,3.86
"Round",0.28,"Very Good","H","VVS2",62.7,54,339.822,4.16,4.19,2.61
"Round",0.41,"Premium","G","VVS2",61.6,58,655.557,4.74,4.8,2.94
"Round",0.56,"Premium","E","SI2",62.6,59,785.106,5.2,5.24,3.27
"Round",0.31,"Ideal","E","VS2",61.8,56,442.68,4.34,4.36,2.69
"Round",0.3,"Premium","G","VVS1",61.8,59,659.463,4.33,4.28,2.66
"Round",0.3,"Ideal","E","VS2",61.5,55,549.444,4.33,4.29,2.65
"Round",0.33,"Very Good","J","VS1",61.5,61,282.534,4.39,4.46,2.72
"Round",0.32,"Ideal","D","VS2",61.9,55,593.712,4.43,4.45,2.75
"Round",1.13,"Ideal","G","SI2",61.3,57,3067.512,6.73,6.67,4.11
"Round",1.24,"Ideal","F","SI2",60,56,3255,7.03,7,4.21
"Round",0.58,"Premium","G","VS1",61.5,58,1291.584,5.41,5.35,3.31
"Round",0.38,"Premium","E","VS1",60.2,58,651,4.66,4.71,2.82
"Round",0.41,"Ideal","J","VS1",61.3,57,421.848,4.81,4.84,2.96
"Round",0.4,"Ideal","I","IF",62.4,54,596.967,4.73,4.75,2.96
"Round",0.7,"Ideal","D","SI1",59.7,58,1837.122,5.82,5.77,3.46
"Round",0.76,"Ideal","D","VS2",61.2,57,2202.984,5.91,5.89,3.61
"Round",0.74,"Ideal","H","SI2",61.4,56,1490.139,5.78,5.84,3.57
"Round",0.25,"Premium","H","VVS1",59.8,59,375.627,4.09,4.07,2.44
"Round",0.29,"Very Good","H","VVS2",61.2,56,352.191,4.26,4.29,2.61
"Round",1.02,"Ideal","I","SI1",61.9,55,2592.933,6.43,6.46,3.99
"Round",0.22,"Premium","E","VS2",61.6,58,263.004,3.93,3.89,2.41
"Round",1,"Ideal","E","VS2",62,55,3933.993,6.42,6.38,3.97
"Round",0.9,"Very Good","H","VS1",62.3,59,2989.392,6.12,6.17,3.83
"Round",1.9,"Premium","J","SI1",61.9,57,7086.135,7.98,7.95,4.93
"Round",1.33,"Premium","E","SI2",62.5,58,4615.59,7.03,6.99,4.38
"Round",2.01,"Premium","J","SI1",60.5,59,8261.19,8.12,8.01,4.88
"Round",0.41,"Very Good","G","SI1",62.7,55,468.069,4.77,4.8,3
"Round",1.05,"Premium","F","SI1",60.3,60,3617.607,6.66,6.54,3.98
"Round",0.55,"Very Good","D","VS2",60.4,59,1142.505,5.29,5.34,3.21
"Round",0.9,"Good","G","SI1",63.7,60,2430.834,6.07,6.11,3.88
"Round",0.42,"Premium","G","VS2",62,58,707.637,4.81,4.77,2.97
"Round",0.67,"Premium","F","SI1",61.3,59,1177.659,5.65,5.63,3.46
"Round",0.93,"Good","J","VS2",63.6,61,1953,6.16,6.08,3.89
"Round",0.54,"Ideal","E","VS2",61.6,56,1154.874,5.24,5.28,3.24
"Round",1.2,"Ideal","H","VS2",62,56,4339.566,6.86,6.81,4.24
"Round",0.57,"Ideal","F","SI1",62.2,55,896.427,5.32,5.36,3.32
"Round",0.77,"Premium","G","SI1",61.6,59,1729.707,5.9,5.85,3.62
"Round",0.24,"Good","E","VS2",63,59,246.078,3.96,4.01,2.51
"Round",0.68,"Very Good","E","SI2",63.1,54.5,1185.471,5.61,5.64,3.55
"Round",0.81,"Ideal","F","VS1",61.8,55,2779.77,5.97,6.03,3.71
"Round",0.75,"Ideal","E","VS2",60.2,57,2077.992,5.93,5.9,3.56
"Round",1.79,"Premium","G","VS1",61.7,59,11990.769,7.85,7.74,4.81
"Round",1.4,"Ideal","G","VS2",61.7,56,6712.461,7.2,7.25,4.46
"Round",0.5,"Ideal","H","SI1",59.2,62,755.16,5.17,5.2,3.07
"Round",0.54,"Ideal","G","IF",61.6,57,1537.011,5.22,5.27,3.23
"Round",1.01,"Premium","D","SI2",60.4,60,3055.794,6.52,6.46,3.92
"Round",0.34,"Ideal","E","VS2",62.2,55,622.356,4.49,4.48,2.79
"Round",1.52,"Premium","G","VS2",62.7,58,8649.837,7.38,7.29,4.6
"Round",1.53,"Ideal","I","VS2",61.8,57,6414.303,7.44,7.39,4.58
"Round",0.33,"Ideal","E","VVS1",61.5,57,640.584,4.44,4.47,2.74
"Round",1,"Ideal","H","VVS1",61.5,59,4254.285,6.37,6.41,3.93
"Round",1.3,"Ideal","G","SI1",61.6,55,5478.816,7.01,7.05,4.33
"Round",1.12,"Ideal","D","SI2",62.6,57,3551.856,6.61,6.65,4.15
"Round",0.8,"Very Good","E","SI1",63.1,56,1985.55,5.93,5.83,3.71
"Round",0.3,"Premium","G","VVS2",60.6,58,571.578,4.36,4.35,2.64
"Round",0.71,"Very Good","E","SI2",61.9,63,1546.125,5.74,5.69,3.54
"Round",2.11,"Premium","J","SI1",62.4,58,9111.396,8.27,8.17,5.13
"Round",0.65,"Ideal","G","VVS1",61.9,56,2114.448,5.56,5.59,3.45
"Round",1,"Ideal","F","VS2",62.1,57,3859.779,6.34,6.38,3.95
"Round",0.38,"Ideal","F","VVS1",61.5,56,729.12,4.68,4.71,2.88
"Round",0.32,"Premium","G","VS1",61.7,58,419.895,4.38,4.41,2.71
"Round",1.59,"Very Good","I","VS2",60.5,63,6579.006,7.52,7.45,4.53
"Round",1.51,"Ideal","J","SI1",61.4,57,5239.899,7.38,7.43,4.55
"Round",0.5,"Ideal","F","SI1",62.7,56,837.186,5.12,5.05,3.19
"Round",0.41,"Ideal","E","SI1",62.9,56,630.819,4.76,4.72,2.98
"Round",0.7,"Ideal","F","VS2",62,57,1650.285,5.71,5.67,3.53
"Round",1.5,"Premium","F","VS1",62.2,60,10225.908,7.27,7.3,4.53
"Round",2.08,"Ideal","J","IF",61,55,11708.886,8.32,8.25,5.05
"Round",1.38,"Ideal","G","SI2",61.4,55,4618.194,7.2,7.17,4.41
"Round",1.47,"Premium","F","SI2",61.6,60,5412.414,7.38,7.33,4.53
"Round",1.02,"Very Good","E","VVS1",62.6,56,6183.198,6.35,6.5,4.02
"Round",1,"Very Good","F","VVS2",62.9,55,5569.305,6.29,6.36,3.98
"Round",0.91,"Good","E","I1",57.7,63,1448.475,6.3,6.35,3.65
"Round",0.5,"Fair","G","VVS2",64.9,58,1114.512,5,4.95,3.23
"Round",0.4,"Ideal","I","SI1",62.2,55,425.754,4.72,4.77,2.95
"Round",0.59,"Ideal","D","IF",60.7,58,2708.811,5.45,5.49,3.32
"Round",0.4,"Very Good","G","VS1",61.8,58,535.122,4.69,4.72,2.91
"Round",0.31,"Premium","H","IF",60.8,59,481.089,4.36,4.39,2.66
"Round",0.55,"Premium","D","SI1",61.2,58,1184.169,5.29,5.24,3.22
"Round",1.25,"Ideal","E","SI2",62.3,57,4342.17,6.83,6.88,4.27
"Round",0.63,"Premium","E","VVS1",60.9,60,1800.015,5.52,5.55,3.37
"Round",1.02,"Ideal","H","SI2",60.5,60,2750.475,6.56,6.53,3.96
"Round",0.42,"Ideal","H","IF",61,56,738.885,4.79,4.82,2.93
"Round",1.02,"Good","E","VS2",63.2,60,4206.762,6.29,6.34,3.99
"Round",1,"Very Good","G","VS2",62.4,58,4198.299,6.31,6.38,3.96
"Round",1.24,"Ideal","G","VVS2",61.2,56,6094.662,6.88,6.92,4.22
"Round",0.3,"Ideal","F","VS2",62,54,393.855,4.31,4.34,2.68
"Round",0.9,"Premium","G","SI1",62,61,2388.519,6.13,6.07,3.78
"Round",0.35,"Ideal","F","VS2",60.8,57,459.606,4.52,4.56,2.76
"Round",0.56,"Ideal","D","SI1",60.5,57,1180.914,5.36,5.31,3.23
"Round",1.25,"Premium","I","VS1",60.4,59,4260.795,6.94,7.01,4.21
"Round",0.37,"Ideal","F","VVS2",61.6,57,598.92,4.59,4.63,2.84
"Round",0.53,"Ideal","E","VVS2",62.9,54,1478.421,5.19,5.15,3.25
"Round",0.5,"Good","G","IF",64,55,1286.376,5.05,5.08,3.24
"Round",0.41,"Very Good","J","VS1",61.8,56,451.143,4.75,4.79,2.95
"Round",1.52,"Ideal","F","SI1",62.3,55.1,7793.121,7.29,7.39,4.58
"Round",0.36,"Ideal","G","VS2",60.6,56,432.264,4.62,4.67,2.81
"Round",0.83,"Premium","J","SI2",59.1,60,1458.891,6.13,6.12,3.62
"Round",0.4,"Good","H","SI2",63.7,59,365.211,4.64,4.69,2.97
"Round",1.02,"Very Good","F","SI1",62.8,55,3450.951,6.4,6.43,4.03
"Round",1.28,"Good","H","SI2",56.8,62,2659.986,7.22,7.16,4.08
"Round",0.31,"Good","D","SI2",63.9,57,300.762,4.28,4.33,2.75
"Round",1.21,"Premium","J","SI1",62.7,57,2858.541,6.77,6.72,4.23
"Round",0.5,"Ideal","E","SI2",62.5,57,807.24,5.07,5.04,3.16
"Round",1.44,"Very Good","D","VS2",63.1,56,7139.517,7.15,7.12,4.5
"Round",1.14,"Very Good","G","VS2",63.2,58,4428.753,6.67,6.63,4.2
"Round",0.7,"Very Good","G","VS1",60,56,1784.391,5.77,5.83,3.48
"Round",0.5,"Ideal","F","VVS2",61.6,56,1335.852,5.08,5.11,3.14
"Round",0.31,"Ideal","F","VS2",61.6,55,492.807,4.38,4.39,2.7
"Round",0.71,"Very Good","E","SI2",61.9,63,1468.656,5.69,5.74,3.54
"Round",0.32,"Premium","E","VS2",61.2,59,585.9,4.43,4.4,2.7
"Round",0.5,"Ideal","I","SI1",61.9,58,639.282,5.06,5.09,3.14
"Round",0.51,"Ideal","F","SI2",62.7,57,680.946,5.08,5.1,3.19
"Round",0.56,"Ideal","H","VVS1",62.3,55,1163.337,5.26,5.3,3.29
"Round",0.53,"Premium","H","VS1",62.3,58,1046.157,5.17,5.13,3.21
"Round",0.4,"Good","D","VS2",63.2,57,511.686,4.65,4.71,2.96
"Round",0.34,"Ideal","G","VS2",61.6,56,373.023,4.48,4.51,2.77
"Round",0.44,"Ideal","E","VVS2",60.7,57,868.434,4.92,4.9,2.98
"Round",1,"Premium","G","VS1",59.2,60,3980.865,6.6,6.54,3.89
"Round",0.33,"Premium","E","SI1",61.1,58,483.693,4.47,4.43,2.72
"Round",0.8,"Premium","F","SI2",61.4,58,1592.997,5.95,5.93,3.65
"Round",0.71,"Fair","F","SI2",60.1,68,1514.877,5.8,5.72,3.46
"Round",1.5,"Ideal","G","VS1",61.8,56,8708.427,7.38,7.31,4.54
"Round",0.41,"Premium","D","VS2",62.4,60,700.476,4.75,4.71,2.95
"Round",0.91,"Premium","D","SI2",62.2,59,2637.201,6.23,6.19,3.86
"Round",0.3,"Very Good","G","VS1",62.5,59,409.479,4.32,4.25,2.68
"Round",1.35,"Premium","G","SI2",58.4,59,4166.4,7.32,7.28,4.26
"Round",2,"Very Good","J","VS2",60.7,60,8815.842,8.05,8.17,4.92
"Round",0.92,"Good","D","SI2",63.9,55,2549.316,6.14,6.09,3.91
"Round",1.21,"Premium","J","VS1",59.5,60,3616.956,6.99,6.9,4.13
"Round",0.58,"Ideal","H","VVS1",62.1,53.6,1276.611,5.35,5.38,3.34
"Round",1.31,"Premium","H","VS2",59.8,58,5033.532,7.19,7.09,4.27
"Round",0.81,"Ideal","E","SI2",61.4,57,1740.123,6,5.97,3.68
"Round",0.25,"Ideal","H","VVS1",62.5,56,375.627,4.06,4.03,2.53
"Round",1,"Premium","I","SI2",61.6,59,2416.512,6.34,6.41,3.93
"Round",0.64,"Fair","E","SI1",59.5,64,1128.183,5.65,5.39,3.31
"Round",0.75,"Ideal","G","VS2",61.6,55,2000.523,5.86,5.89,3.62
"Round",1.27,"Very Good","J","SI1",63.2,55,3690.519,6.89,6.87,4.35
"Round",1.01,"Good","F","SI1",63.5,57,2961.399,6.29,6.33,4.01
"Round",1.52,"Premium","H","VS1",58.4,59,7716.303,7.55,7.52,4.4
"Round",1.02,"Premium","G","SI2",62.9,59,2844.87,6.4,6.38,4.02
"Round",0.3,"Very Good","G","SI1",61,57,290.997,4.31,4.34,2.64
"Round",0.34,"Premium","E","VS2",60.9,60,484.995,4.49,4.51,2.74
"Round",0.63,"Ideal","D","SI1",62,56,1505.763,5.5,5.47,3.4
"Round",0.52,"Very Good","F","VS2",63.9,57,1009.05,5.08,5.12,3.26
"Round",0.71,"Very Good","D","SI1",59.4,59,1929.564,5.78,5.81,3.44
"Round",1.23,"Ideal","F","VS2",62.4,54,6732.642,6.84,6.87,4.28
"Round",0.53,"Good","F","VS1",64.2,56,1098.888,5.11,5.14,3.29
"Round",0.4,"Good","E","SI2",63.5,56,404.922,4.68,4.71,2.98
